Tweet,Sentiment
@GDubya8131 @Altgthr Gry has just learned what word narrative means  I can only go on what your opinion is no https://t.co/bDvpawaEYu,negative
@90min_Football Olivier Giroud ,neutral
"@brandon_matura PrepStar Magazine has identified you as a top college prospect via HUDL. 

Step 1 complete this bri https://t.co/5cxxhfj2y2",neutral
"@paul_clarke Never been to a football or rugby match, never eaten a Macdonald's, never eaten a Pot Noodle, never sm https://t.co/XG8hPH9sMX",negative
"#askwesthamway since the arrival of Pelle, Husillos &amp; scouting team it appears to be a strategy to look across yout https://t.co/4wHmXjVYd5",neutral
@BradfatherSpeak @slbeesradio @SaltLakeBees @ABQTopes Just enough time for Steve to be able to rest his pipes. Once https://t.co/nbeaOXYKAl,neutral
@IDGomez_Austin @TexasBaseball You cannot compare the ebbs and flows of a baseball season to those of football or basketball. At all.,neutral
"Football has become Americas game as it is a reflection of our nations best....self sacrifice, hard work and brotherhood",positive
The forgotten story of  the referee smuggled from irate fans in disguise https://t.co/fCTvUJxpP4,neutral
"@Certifiedopeboi Pele is still all time best. Over a thousand goals, three   World Cups. Edson Arantes Do Nasimento https://t.co/z7yOsVqfaX",neutral
Purdue Unveils 'Tyler Trent Gate' at Football Stadium to Honor Late Superfan - https://t.co/si0GXiRbPI,neutral
"Sport-by-Sport Giving :
Top 3 sports by # of gifts: 
@SMUEquestrian, @SMURowing, @SMUSoccerW 

Top 3 sports by https://t.co/AP27NWxBgi",neutral
"@GrindingTheTape Yeah, we pay good money to hear you talk football, dammit....",negative
" ""Today is a very important day in my football career. Bayern Munich is one of the best clubs in Europe and the w https://t.co/F8sHfcEAjm",positive
@Kattavernd Bayern sign World Cup winner Hernandez for 68m Bayern Munich sign Atletico Madr  https://t.co/ogYhoWyzYR,neutral
"""[#AAF's] inability to secure cooperation from the NFL Players' Association to use young players from NFL rosters h https://t.co/eVq2Y0CBEP",neutral
trust he pd in endorsements and a clean karma bill he don't need football @TeamJuJu is #Lit https://t.co/ihBWRXUzBI,neutral
"@EssexBuccaneer @City_Livery_SM Stick to the football, pal.",neutral
Bayern smash transfer record to sign 68m Lucas Hernandez from Atletico Madrid https://t.co/QVc5Ftv5cm https://t.co/ym5WtgY0oD,neutral
"JUBA LOCAL LEAGUE 2019 SEASON.   

27 /03 /2019 
FT: Gudele FC Juba 1-2 Nyakuron Football CLUB

FT: Al Hilal FC Jub https://t.co/kqU1uWw7wK",neutral
Injury news: Sheffield Wednesday lose form striker ahead of key Stoke City clash | Stoke Sentinel https://t.co/BlSLdvAEFB,neutral
"The end of an era in Jacksonville as the Landing will be torn down. 

Best known for being the center of the footba https://t.co/TVXwwlsi7D",positive
"This upcoming transfer window, United signings will be massive, as in massive Sponsorships and hipsters will shouti https://t.co/OlwNxnMX65",neutral
"@Ui_Maine Don't back down, it was an ok/good performance, it wasn't what it's being described as on here today. Fir https://t.co/Txn9swJW54",positive
@JesseKunzweiler @Bunt23 Most years people have a general idea who will be challenging for the final spots in colle https://t.co/nfqsT9203c,neutral
FNS ARTICLE: Football to all dailiesTEMPLATE https://t.co/DCf8OMkNRB,neutral
 Fill in the blanks: _____________ https://t.co/7ew1ex7bHI,neutral
@CoachMac1 @TylerHuff95 @Gaucho_Football Outstanding ,positive
"@evilspringplush @sulleimy No... I just don't hear it...... Probably, your rub in football is also poor... Of not i https://t.co/6VoUXbKJX6",negative
Lucas Hernandez: Bayern Munich sign Atletico Madrid's World Cup-winning defender - https://t.co/C4Fcs0qnIU,neutral
William Troost-Ekong: Super Eagles were lucky against Egypt https://t.co/zD0KOv3mqA via @todayng,neutral
Lucas Hernandez: Bayern Munich sign Atletico Madrid's World Cup-winning defender https://t.co/DbHGqjNIgm  via https://t.co/t4Q4DvlRNz,neutral
"'Liverpool vs Spurs: Who went furthest?'

https://t.co/LxVqy2hMdM",neutral
@tunerrats @petey_pabl0_g @revuocnavamalak @joshcrawford22 @Lttjr02 @RyanHagan16 @MySportsUpdate What?!?! Football https://t.co/LrglN9odjf,neutral
@AB89x @AB84 it's the Steelers fault they should pay their players the way that they need to be paid today's footba https://t.co/oVjoOhN7Mu,negative
" Abdoulaye Doucour on playing Champions League Football

 ""I think I can do it in the next few years"" 

Agree https://t.co/L34zarSMvp",neutral
@rj_negri I love running and defense. Old tyme football. I'm with ya'. The defense is being completely neutered.,positive
Fans react to Oliveira injury update #readingfc https://t.co/xroBeER8Cn,neutral
"'We're all like alcoholics who, until we realise there's a problem, can't be helped'
Gordon Strachan lets rip at st https://t.co/8cCD8ZvqwU",neutral
United prepared to back Solskjaer with up to four signings now they have repaired club's split transfer strategy https://t.co/tv3Eyn5pM9,neutral
"""You do have to have concerns that Mo hasn't scored for a bit, but you look at the number of times he keeps getting https://t.co/MLwdifsymm",neutral
"Here's what we're looking at this evening.

- We've been asking what you think about mandatory speed limiters.

- M https://t.co/GYE758IxTD",neutral
Pro Football Hall of Famer and Dallas Cowboys legend Michael Irvin underwent testing earlier this week for throat c https://t.co/nO5YrB2fSm,neutral
I Have Missed Club Football sha,neutral
I just wrote my resignation letter for coaching football. If anyone needs me Ill be in my classroom crying,negative
" Her favorite fruits are apple, cherry, peach. But, she has allergies to these, so she usually tries to endure the https://t.co/CNJknuFGR0",neutral
Manchester United make transfer strategy change https://t.co/DmoTQJn0ep,neutral
" | Congratulations to @StanahPrimary for winning the Year 3/4 @WyreandFyldeSGO football tournament, which was held https://t.co/zYKhouEEd2",neutral
Where this happens and where it is witnessed/caught on CCTV the team should be docked points; see how quickly their https://t.co/3jOstjW6MT,negative
The most redneck missing tooth broke people come in to my job telling me they dont watch football because of kneeling. GTFOH,negative
Good old days.  Lol I know Im a swet I was wearing soccer/football skin https://t.co/Cnn54cbzkD,neutral
Twitter reacts as reported 2019/20 Juventus home kit leaks online https://t.co/Q40wdqQzQb,neutral
@Jameswfc__ @HazoLD12_ @ftblRichy30EFC I didnt say Werner and many people including lozanos agent have said if anyo https://t.co/a050SzWqnK,neutral
I'm tired of acting and time wasting.  @TheIFAB bring the net-play-time to football.,negative
"@DebStrickland65 @Safimod @RealAlexD @M_Jackson72 @Fernie635 The US may lack a lot of things, but capable football https://t.co/07r9b4omJk",neutral
"Clemson-Oklahoma to meet on football field in 2035,2036 https://t.co/DpXgYDTWsQ",neutral
Be great to know which former professional football coach is behind this bigoted account. They doubled down then bl https://t.co/qFc3qwKVrO,neutral
@thegoalzone @abridge75 When football commentators and radio execs are gripped and appalled in equal measure by wha https://t.co/wa2iU3Po1I,neutral
"One of the best teams Jake ever played in. Roster of 19... teams2014 Canyon Hills Buccaneers, dedicates coaches, be https://t.co/dRksgqF9KX",positive
"Javi Gracia is closing in on the top of our Premier League managers poll, get involved here 

https://t.co/aXV2ssLHKV",neutral
"@Scott17____ @FUTMAHR3Z @90min_Football So to make you understand the tweet..

 When Real Madrid had their best squ https://t.co/XNi5IGGnxC",neutral
"Manchester United becomes first club to be awarded Tier 1 Plus status for Girls Football.

Press release from the c https://t.co/YqFKwCc5Xs",neutral
"FCHS has an opening for a Cheerleading Coach for Football, Basketball &amp; competition seasons.  The Stipend for the p https://t.co/jQi8tE21Sp",neutral
"To me, football is so much about mental toughness, it's digging deep, it's doing whatever you need to do to help a https://t.co/5GUl9EnkzX",negative
@DanAbrahams77 @benningtonc312 Even a skill to beat a player is hugely psychological - Football is psychology for me,positive
South Carolina lands commitment from rising Alabama offensive lineman Javion Cohen https://t.co/6OuSrKBOlV https://t.co/MQtnMEcQFW,neutral
"@Ra_THORe @narendramodi Sir, we are aware of the fact that, all other successive Indian government did nothing, exc https://t.co/CMQhSuzVD4",neutral
Via @ESPN Purdue honors Tyler Trent with stadium memorial https://t.co/Y7BwGp0LWp,neutral
"Scott Frost excited about Nebraskas effort, no letdowns through spring https://t.co/6K4KDKKDFu",neutral
The art of freestyle football | North Magazine https://t.co/FnUhuRLC4z,neutral
how does Louisville football have somebody this special and not even make a new year six bowl..? pathetic https://t.co/5cRhZRvqr2,negative
@HausofDupre I mean football is very fluid so u can't hold it against them,negative
@ShaneJweninger @SeattleSihawks @Cade_Koehly @DrHawk12 @DeereKlint @BlackestSnowman @rockfall76 @hagerty_rick https://t.co/Oo2BIeYnVk,neutral
"@justinpickett55 PrepStar Magazine has identified you as a top college prospect via HUDL. 

Step 1 complete this br https://t.co/ZURR8dgU6e",neutral
"'Thommo: Spurs a danger for Liverpool'

https://t.co/NQq8uCfyO9",neutral
Lucas going Bayern  ahh they are aiming for liquid football.,neutral
NEWS: Man banned for Aberdeen Rangers football bottle throwing incident (via BBC Sport) https://t.co/XeAIwcdVEy,neutral
" Children's Parties 

 Do you have a footy crazy child? Not booked their special day yet? Look no further! 

We https://t.co/GhgV07BRzb",negative
The first of Ageing Well's walking football for women sessions starts on Tuesday 2 April at the Saltire Soccer Cent https://t.co/P4g84r93TP,neutral
Lucas Hernandez: Bayern Munich sign Atletico Madrid's World Cup-winning defender https://t.co/RaStxP1Fo8 https://t.co/f0W9YsIBwN,neutral
"The devil is the details, however ... most colleges aim to create communities where adequate numbers of students ex https://t.co/3TAXSNDJlp",neutral
@lokkiclu Thank you wiffu!!  Am currently in the stage between really buzzing for winning and absolute exhaustion https://t.co/x2lDmfs8Ru,positive
Shoug laish ma l3bty wya our school football team  wala male 5lg aro7 alschool https://t.co/TuKDL7s9zX,neutral
Strict liability: How did your club vote in fan misbehaviour survey? https://t.co/YoqhW3oeVm,neutral
"On Monday, March 25th we formally welcomed our new varsity head coach Danny Norris @CoachNorris37 in a special asse https://t.co/BBrQAeyQxX",neutral
Lucas Hernandez: Bayern Munich sign Atletico Madrid's World Cup-winning defender: https://t.co/aVtxEdNHJY,neutral
@LeaveEUOfficial The referendum was done and we won to leave . At a football match you carnt flip a coin and then s https://t.co/rbFpoTLUEh,positive
@TaReefKnockOut I love how Americans dont understand the politics of football and how trash being a Madrid fan is... ,negative
@LonzoBaller_ One bad season they're going all guns blazing before the window has even started. That's how you run https://t.co/MR3kmiHWYG,negative
Purdue Unveils 'Tyler Trent Gate' at Football Stadium to Honor Late Superfan https://t.co/ODjNSvJ10j,neutral
@LFCStanleyHouse He's never seen a football match in his life or he's off his head on smack,neutral
@1776Stonewall My kids high school football team is required to do more community service (because they should) th https://t.co/9G1NLlnMi9,neutral
"@77Testarossa @Joe_Foucha @KCurl_2 @TrackstarMyles @Dmcclure22 The gauntlet has come to Arkansas Football I see, love this drill",positive
"@GomezEriq @CoachRegalado Lmao this doesnt have to be about football, it can be all the baby books youve read  https://t.co/UGT4MMwmCG",negative
@CopyOfOne Louis van Gaal urges Angel di Maria to snub PSG and give it a go at Manchester United... but Dutchman ca https://t.co/et9YBIniOE,neutral
"club football, club football, wherefore art thou club football?",neutral
So how will the XFL make it? https://t.co/uzE4p2Yvan,neutral
@Gabby_L_M @janhopis yeah fair point. also EA (rightly or wrongly) would probably say 'why are you spending this mo https://t.co/KmAUSyWHPJ,negative
@Raeblaq Football,neutral
It's official! Lucas Hernandez has finally completed his 80m transfer to Bayern Munich!   https://t.co/MI6oMPYs52,positive
"@AndrewBaertlein @GeoffONeil I grew up in the Spokane Catholic Diocese where Zags basketball is second only to God, https://t.co/p5IGkRT3dp",neutral
@MccourtGary @Record_Sport @RangersFC When  wee see the words pedos automatically think of Celtic football club #nonceClub,neutral
An oldie from High Rise Murals for Spurs x Nike Football https://t.co/xB8p8OOpKP https://t.co/xB8p8OOpKP,neutral
